name,category,a_pubchemid,smiles,weight
azatadine,B2,"{16052003,19861,21158508,21933722,5281066,53486409,66273,66689666,69650887,73746083,75373670}",CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,290.40208
azathioprine,D,"{11529527,21798577,2265,23678403,68507545,68975458,68977774,71449002,83973,87059251}",CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.26258
azelaic acid,B1,"{14323452,15107601,159815,162680,18950109,19347555,19827267,22336418,2266,23615575,23689125,23705101,3015068,3801344,44476537,57483130,57485051,6454506,71373594,86588613,87110957,87141813,87147259,87166974,87257526,87292898,87320016,87380647,87450378,87591380,87628630,88244588,88329120,88329122,88614637,88778418,9794275}",C(CCCC(=O)O)CCCC(=O)O,188.22094
azelastine,B3,"{19362809,19362810,21808657,2267,23297682,24848191,45114135,50986914,54360,69925737,72549599,72549600,77744513,86745439,86745440,87668943}",CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,381.89846
azilsartan medoxomil potassium,2nd,{91885314},CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)O[N-]5)C(=O)OCC6=C(OC(=O)O6)C.[K+],606.6
azithromycin,B1,"{11366569,11389347,25027425,25027426,25029710,25063005,3033819,44226660,44226661,44226662,44226849,44468059,447043,49854778,49854779,49854780,53353249,53353250,53353251,66665158,71609405,86610091,87259801,87355587,87742165,90657842,9853696,9897015}",CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,748.98448
azlocillin,B3,"{16052032,16218970,21680715,23685176,6479523}",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,461.49152
azosemide,2nd,"{2273,51614199,67743605,69037502}",C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,370.83774
aztreonam,B1,"{20844461,23670875,25322992,5742832,87241906,87241990,87555695,9568617,9576793}",CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,435.43278
baclofen,B3,"{11379687,19876930,21681576,2284,51013,53314268,6602720,72682945,78422631}",C1=CC(=CC=C1C(CC(=O)O)CN)Cl,213.66078
balofloxacin,2nd,"{21158572,42623136,42623982,42623983,42623984,42624065,42624069,42624162,42624163,42624164,42624165,42624252,42624253,42624255,42624256,42624310,65958,6918202,74689674,74823357}",CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,389.420663
baloxavir,B3,{124081876},C1COCC2N1C(=O)C3=C(C(=O)C=CN3N2C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F)O,483.5
baloxavir marboxil,2nd,{124081896},COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F,571.6
balsalazide,C,"{20057019,20843031,45266893,60148446,6335412,6504526,6538321,73896884,87069839}",C1=CC(=CC=C1C(=O)NCCC(=O)O)NN=C2C=CC(=O)C(=C2)C(=O)O,357.3175
bambuterol,2nd,"{51371393,54765,54766,57515921,74441486}",CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,403.9009
baricitinib,D,"{44205240,44231848,66824323}",CCS(=O)(=O)N1CC(C1)(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,371.41688
barium sulfate,2nd,"{19428800,20490705,22007984,23618813,24414,517271}",[O-]S(=O)(=O)[O-].[Ba+2],233.3896
barnidipine,2nd,"{45356886,65884}",CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,491.53566
bazedoxifene,1st,"{154256,154257,25207100,25207101,25207102,25207254,25207256,37888706,50939902,50939903,50940024,56598933,74428942,9936012}",CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,530.65452
bcg,B2,{6451},CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br,698
beclometasone,B3,{20469},CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.9
beclomethasone,B3,"{20469,44241734,57524178,66890060,67043183,68525745,68552810,69244857,69472569,70445548}",CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.91566
belladonna,B2,{265028},CN1C2CCC1CC(C2)OC(=O)C3CCC(C4=CC=CC=C34)(C5=CC=CC=C5)C(=O)OC6CC7CCC(C6)N7C,542.7
belotecan,2nd,"{11751756,40467043,57515958,6456014,6918340}",CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC=CC=C5N=C4C3=C2)CCNC(C)C)O,433.49958
benazepril,2nd,"{24848333,40466887,44285205,51690769,5362123,5362124,66607942,66746620,67107870,67285089}",CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl,460.95046
bendamustine,2nd,"{46863991,51371190,65628,66600935,67980631,68294090,77082,90007035}",CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,358.26284
bendamustine hydrochloride,D,{77082},CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl,394.7
bendrofluazide,C,"{23018989,2315}",C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,421.41457
benexate,2nd,"{20441822,20526024,2316,444040,50986989}",C1CC(CCC1CN=C(N)N)C(=O)OC2=CC=CC=C2C(=O)OCC3=CC=CC=C3,409.47818
benidipine,2nd,"{44146578,60065}",CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,505.56224
benserazide,B3,"{2327,24848231,26964,45114081,56927906,657280,89857233}",C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,257.2432
benzathine penicillin,A,"{15232,25137901,9985566}",CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,909.12364
benzatropine,B2,{1201549},CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,307.4
benzbromarone,2nd,"{2333,51375283}",CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,424.08338
benzhexol,B1,"{23624210,44302878,517300,5572,657317,66007,69466210,78432779}",C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,301.46624
benztropine,2nd,"{11861169,1201549,21139675,3246155,45266503,87844908}",CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,307.4293
benzydamine,B2,"{12555,21223996,44666879,45114153,46912033,65464,69855559,6999105,70000400}",CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,309.40542
benzyl benzoate,B2,"{2345,66836191}",C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,212.24388
benzylpenicillin,A,"{20055520,23616218,23664709,23668834,44150810,45357349,5904,640429,66586213,66586969,86736688}",CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,334.39012
bepotastine,2nd,"{164522,24997095,25273609,42636348,42636349,59355587,67541365,67542020,67542529,70679058}",C1CN(CCC1OC(C2=CC=C(C=C2)Cl)C3=CC=CC=N3)CCCC(=O)O,388.8878
beraprost,2nd,"{23676207,5282428}",CC#CCC(C)C(C=CC1C(CC2C1C3=C(O2)C(=CC=C3)CCCC(=O)O)O)O,398.492
berberine,1st,"{10219269,11954335,12320323,12456,12457,155071,155074,155375,160800,18530303,20136510,2353,23616785,23616786,25126176,407430,46705311,51037727,5351462,629413,6426334,68744208,71587234,72350,8340,90118391,90121566,90329546,9424,9849836}",COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,336.36122
besifovir dipivoxil maleate,2nd,{6480442},CC(C)(C)C(=O)OCOP(=O)(COC1(CC1)CN2C=NC3=CN=C(N=C32)N)OCOC(=O)C(C)(C)C,527.5
betahistine,B2,"{198334,203875,21647385,21647386,21647388,21647394,2366,45114105,53313223,53412419,54588573,54589023,54694450,57515925,6420033,67824940,68643,69420674,6993986}",CNCCC1=CC=CC=N1,136.19428
betamethasone,2nd,"{134644,21121941,21121942,66578792,66578876,66778371,66887907,67048396,67193374,70446246,70542684,71082506,87184735,9782}",CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.461063
betamethasone,2nd,"{146364,66606135,66778372,67193376,67631814,71082507,91756378}",CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,504.587583
betamethasone dipropionate,B3,"{21800,68948401}",CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,504.587583
betamethasone valerate,B3,{16533},CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO,476.6
betaxolol,C,"{107952,2369,44134572,44264405,44276024,45259220,657296,69807761,72999636}",CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,307.42776
bethanechol,B2,"{10176256,11548,16219132,2370,24195981,9920894}",CC(C[N+](C)(C)C)OC(=O)N,161.22208
betiatide,2nd,{185457},C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O,367.4
bevantolol,C,"{2372,39324,45266504,57515927,69807269,74652213}",CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,345.43268
bezafibrate,2nd,"{39042,40469258,68506977,69303583}",CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,361.8194
bicalutamide,D,"{11534028,11546941,11612432,11635858,11678106,11685370,11705437,11712932,11713421,11720615,2375,46864458,72997756,87259939,87313544}",CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.373373
bifonazole,B3,"{2378,67093505,85868271,85868273,85868341,86141099}",C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,310.39172
bimatoprost,B3,{5311027},CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,415.56558
binimetinib,D,"{10288191,66575051}",CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,441.226806
bioallethrin,B2,{15558638},CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,302.4
biperiden,B2,"{197083,2381,24189163,45266847,69462924,74580256,92151}",C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,311.46106
bisacodyl,A,"{2391,67974843,68747795}",CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,361.39056
bismuth subcitrate,B2,"{10101269,10123828,19784307,22395559,23169668,53297469,6335486,66556357,87082520,88609321,91667825}",C(C(=O)O)C(CC(=O)[O-])(C(=O)O)O.C(C(=O)O)C(CC(=O)[O-])(C(=O)O)[O-].[K].[K].[K].[Bi+3],707.49852
bisoprolol,C,"{2405,24848204,25137873,5281064,53394791,62955,6850796,68525101,69123298,6917733,69806974,74393251,77277703,78421507,89312455,9843266}",CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,325.44304
bivalirudin,C,{16129704},CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N,2180.3
bleomycin,D,"{24193040,5360373,57336513}",CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,1415.55176
blonanserin,2nd,"{125564,24837217,25273579,72190625,74329278}",CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,367.502803
boceprevir,B2,{10324367},CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,519.6767
bortezomib,C,"{387447,73890988,90037710}",B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,384.2372
bosentan,X,"{104865,185462,44128753,44387533,44513825,44513826,44514137,44514138,44514139,44514423,44514424,46911549,49849577,52938485,66744754,66747668,66836894,66865255,68634649,71544785,75038645,86288671,87605195,89515177}",CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC,551.61406
bretylium tosilate,C,"{18499,22493042,2431,414642,6100,71352924,87123218}",CC[N+](C)(C)CC1=CC=CC=C1Br,243.16338
brexpiprazole,C,"{11978813,66884211,66885812,66885910,66886292,66886299,71294794,71295398,71295425,71295426,71769322,86296792,86654692}",C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,433.56578
brigatinib,D,{68165256},CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,584.1
brimonidine tartrate,B3,"{11236066,19091961,2435,25137926,54405,59736263,67153806,67392947,68976114,6917831,71297139,71553975,72376318,74393276}",C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,292.1346
brinzolamide,B3,"{11711447,40469210,66720334,67450163,68844,71679801,89725216}",CCNC1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,383.50724
brivaracetam,B3,{9837243},CCCC1CC(=O)N(C1)C(CC)C(=O)N,212.2887
bromazepam,C,{2441},C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,316.1527
bromfenac,2nd,"{11954316,16760207,23126695,23663409,23693301,23709338,53396336,56604143,60726,66589205,6850803,69111165,72195108,75125705,75365938,89500528}",C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br,334.16468
bromhexine,A,"{11604556,20466444,21121715,21918838,23615604,2442,3731047,43833350,45114115,5702220,90471466}",CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,376.13
bromocriptine,B2,"{15940189,23619768,31100,31101,44656349,52943737,57414060,70116301,71566216,71566511,71566512,71566587,71566588,73438903,87076228,87520409}",CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,750.70016
bromperidol,2nd,"{2448,25273595}",C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,420.315223
brompheniramine,A,"{16206227,21933724,22672883,5281067,6834,69305503,73557518,73716886,73716887,74441064,77587848,91495}",CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,319.23946
bucillamine,2nd,"{23104688,2459,74086061}",CC(C)(C(=O)NC(CS)C(=O)O)S,223.31302
budesonide,A,"{5281004,66823509,67215521,67616329,68489636,70181341,89580271}",CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.53386
bumetanide,C,"{23018995,23696786,2471,40467008,67336444}",CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,364.4161
bupivacaine,A,"{18795329,18795330,19604465,20848869,2474,24848321,43834309,45114156,46913276,46913754,49852290,49852364,5282419,64737,66586231,67198126,68509175,69175675,69725064,69725129,70120709,70626758,74947299,77153643,77242336,77304569,9908037}",CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,288.42772
buprenorphine,C,"{25234668,3033050,44511578,45265653,644073}",CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,467.64014
bupropion,B2,"{11984562,12882211,18380068,24849133,44319775,444,62884,657316,66647483,66959569,66960086,66960241,66960437,66960441,68294129,69303018,85427946,87216046,9930668}",CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,239.74112
buserelin,1st,"{50224,50225}",CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,1299.4762
buspirone,B1,"{1548941,21655685,2477,25137845,36431,44658940,45114160,53233509,53233510,53233511,53233642,88356027}",C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,385.50314
busulfan,D,"{18431910,2478,88110405}",CS(=O)(=O)OCCCCOS(=O)(=O)C,246.30176
butoconazole,B3,"{18614417,47471,47472,50909887}",C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],474.78852
butorphanol,2nd,"{24840146,40467005,5361092,5462346,5464090,67514659,67515408}",C1CCC2(C3CC4=C(C2(C1)CCN3CC5CCC5)C=C(C=C4)O)O,327.46046
cabazitaxel,D,{9854073},CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,835.93238
cabergoline,B1,"{40466953,54746,69727047,69728326,69728734,83879,87645406,9917528}",CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,451.60428
cabozantinib,D,{25102847},COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,501.505663
cadralazine,2nd,{2515},CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,283.32684
caffeine,A,"{16718552,177176,18350052,19781185,21966,22181,23618456,2519,28309,57351080,57351081,57362267,57362268,6241,64119,71370919,86278612,87626927,89497135}",CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.1906
calcifediol,2nd,"{5283731,6441383,88411693}",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,400.63706
calcipotriol,B1,"{49800068,5288783,66563708,87669609}",CC(C=CC(C1CC1)O)C2CCC3C2(CCCC3=CC=C4CC(CC(C4=C)O)O)C,412.6047
calcitonin,B2,{16129616},CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,3431.8531
calcitonin salmon,B2,{16133812},CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CNC=N2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,3431.9
calcitriol,B3,"{5280453,71587284,87238164,87534727,87750841,88779004}",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,416.63646
calcium carbimide,A,"{15361820,15971325,56955933}",C(=[N-])=[N-].[Ca+2],80.1021
calcium dobesilate,2nd,"{10220220,12628447,17507,18739185,19388259,21151654,23617833,23619630,23663438,23672329,24183890,24772006,29963,3625248,45157546,45358052,53361456,53423685,54723648,60148631,73461620,78759363,86745410,87079088,87098012,87098013,87168887,87168888,9837514,9866806}",C1=CC(=C(C=C1O)S(=O)(=O)O)O,190.17384
camostat,2nd,"{10113805,11978780,11978781,11978900,20071832,25273592,2536,43071,5271802,5284360}",CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,398.41248
canagliflozin,C,"{24812758,24997615,66653479,71466686}",CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,444.515703
cannabidiol,B2,{26346},CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,314.4617
capecitabine,D,"{60953,66628349}",CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,359.350083
captopril,D,"{11859209,44093,57472184,71352898,88154952}",CC(CS)C(=O)N1CCCC1C(=O)O,217.2853
carbachol,B2,"{10313207,12358896,18415685,200564,206532,23615619,23615620,2551,521353,53627818,5831,87305162,87313311,87330427,87384030,87450534,87574728,88415656}",C[N+](C)(C)CCOC(=O)N,147.1955
carbamazepine,D,"{158856,19925940,2554,69107301,69793980,86294984}",C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.26858
carbetocin,C,"{16681432,87483146}",CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,988.16086
carbidopa,B3,"{28082766,34359,38101,44152669,51585402,69294140,88384107}",CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,226.22916
carbimazole,C,"{31072,87484311}",CCOC(=O)N1C=CN(C1=S)C,186.2315
carboplatin,D,{426756},C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],371.25
carboprost,D,"{27073358,5281075}",CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,368.50754
carfilzomib,C,"{11556711,56967341}",CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.90988
carglumic acid,B1,{121396},C(CC(=O)O)C(C(=O)O)NC(=O)N,190.15
cariprazine,D,"{11154555,25058689,25095834,25096873,25096874,67156601,73053637,73292200}",CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,427.41098
carmofur,2nd,{2577},CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,257.26
carmustine,D,{2578},C(CCl)NC(=O)N(CCCl)N=O,214.05
carteolol,2nd,"{12285399,18462442,25137857,2583,40127,49852288,5249877,67448425,77318951}",CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,292.37336
carvedilol,C,"{11202916,11203224,11295034,11317955,11398340,11419372,11954344,16128832,16667700,21916606,21916611,23649704,24991929,25031957,2585,49821293,56640732,56843353,60141870,60142012,66739698,66739768,66931359,67160042,67389670,67390391,68452185,68866051,69035837,69137239,69543564,72749008,74652196,76545442,86602152,86602153,86622999,86623000,86758822,87259848,9827459,9895248,9935819,9957094}",COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,406.47424
caspofungin,B3,"{2826718,6850808,70691324}",CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O,1093.31312
cefaclor,B1,"{21680721,23622551,51038,51039,51676917,7048572}",C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl.O,385.82264
cefalexin,A,{27447},CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,374.4
cefalotin,A,"{16051963,23675321,45157734,6024,66995565,67786144,7048634,70600702,87268565}",CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.43804
cefazolin,B1,"{23620088,23665136,23675322,23678598,33255,641385,67321257,69553732,69754043,86588304,87355366,87525886,9869685}",CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,454.50716
cefepime,B1,"{13239647,16726873,24743912,24871265,5479537,5491294,5491295,5491422,71314605,71661216,73440819,76959248,76974613,88199153,9571075,9808567,9808767,9830901,9937025,9959752}",C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],480.56106
cefodizime,B2,"{20835676,20844459,21769367,49853765,49853865,49853866,49854278,5361871,6335899,73951473,87214418,87415888,9852176}",CC1=C(SC(=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,584.6688
